0	2.000000
1	2.000000
2	2.000000
3	2.000000
4	2.000000
5	2.000000
6	2.000000
7	2.000000
8	2.000000
9	2.000000
10	2.000000
11	2.000000
12	2.000000
13	2.000000
14	2.000000
15	2.000000
16	2.000000
17	2.000000
18	2.000000
19	2.000000
20	2.000000
21	2.000000
22	2.000000
23	2.000000
24	2.000000
25	2.000000
26	2.000000
27	2.000000
28	2.000000
29	2.000000
30	2.000000
31	2.000000
32	2.000000
33	2.000000
34	2.000000
35	2.000000
36	2.000000
37	2.000000
38	2.000000
39	2.000000
40	2.000000
41	2.000000
42	2.000000
43	2.000000
44	2.000000
45	2.000000
46	2.000000
47	2.000000
48	2.000000
49	2.000000
50	2.000000
51	2.000000
52	2.000000
53	2.000000
54	2.000000
55	2.000000
56	2.000000
57	2.000000
58	2.000000
59	2.000000
60	2.000000
61	2.000000
62	2.000000
63	2.000000
64	2.000000
65	2.000000
66	2.000000
67	2.000000
68	2.000000
69	2.000000
70	2.000000
71	2.000000
72	2.000000
73	2.000000
74	2.000000
75	2.000000
76	2.000000
77	2.000000
78	2.000000
79	2.000000
80	2.000000
81	2.000000
82	2.000000
83	2.000000
84	2.000000
85	2.000000
86	2.000000
87	2.000000
88	2.000000
89	2.000000
90	2.000000
91	2.000000
92	2.000000
93	2.000000
94	2.000000
95	2.000000
96	2.000000
97	2.000000
98	2.000000
99	2.000000
100	2.000000
101	2.000000
102	2.000000
103	2.000000
104	2.000000
105	2.000000
106	2.000000
107	2.000000
108	2.000000
109	2.000000
110	2.000000
111	2.000000
112	2.000000
113	2.000000
114	2.000000
115	2.000000
116	2.000000
117	2.000000
118	2.000000
119	2.000000
120	2.000000
121	2.000000
122	2.000000
123	2.000000
124	2.000000
125	2.000000
126	2.000000
127	2.000000
128	2.000000
129	2.000000
130	2.000000
131	2.000000
132	2.000000
133	2.000000
134	2.000000
135	2.000000
136	2.000000
137	2.000000
138	2.000000
139	2.000000
140	2.000000
141	2.000000
142	2.000000
143	2.000000
144	2.000000
145	2.000000
146	2.000000
147	2.000000
148	2.000000
149	2.000000
150	2.000000
151	2.000000
152	2.000000
153	2.000000
154	2.000000
155	2.000000
156	2.000000
157	2.000000
158	2.000000
159	2.000000
160	2.000000
161	2.000000
162	2.000000
163	2.000000
164	2.000000
165	2.000000
166	2.000000
167	2.000000
168	2.000000
169	2.000000
170	2.000000
171	2.000000
172	2.000000
173	2.000000
174	2.000000
175	2.000000
176	2.000000
177	2.000000
178	2.000000
179	2.000000
180	2.000000
181	2.000000
182	2.000000
183	2.000000
184	2.000000
185	2.000000
186	2.000000
187	2.000000
188	2.000000
189	2.000000
190	2.000000
191	2.000000
192	2.000000
193	2.000000
194	2.000000
195	2.000000
196	2.000000
197	2.000000
198	2.000000
199	2.000000
200	2.000000
201	2.000000
202	2.000000
203	2.000000
204	2.000000
205	2.000000
206	2.000000
207	2.000000
208	2.000000
209	2.000000
210	2.000000
211	2.000000
212	2.000000
213	2.000000
214	2.000000
215	2.000000
216	0.500000
217	0.500000
218	0.500000
219	0.500000
220	0.500000
221	0.500000
222	0.500000
223	0.500000
224	0.500000
225	0.500000
226	0.500000
227	0.500000
228	0.500000
229	0.500000
230	0.500000
231	0.500000
232	0.500000
233	0.500000
234	0.500000
235	0.500000
236	0.500000
237	0.500000
238	0.500000
239	0.500000
240	0.500000
241	0.500000
242	0.500000
243	0.500000
244	0.500000
245	0.500000
246	0.500000
247	0.500000
248	0.500000
249	0.500000
250	0.500000
251	0.500000
252	0.500000
253	0.500000
254	0.500000
255	0.500000
256	0.500000
257	0.500000
258	0.500000
259	0.500000
260	0.500000
261	0.500000
262	0.500000
263	0.500000
264	0.500000
265	0.500000
266	0.500000
267	0.500000
268	0.500000
269	0.500000
270	0.500000
271	0.500000
272	0.500000
273	0.500000
274	0.500000
275	0.500000
276	0.500000
277	0.500000
278	0.500000
279	0.500000
280	0.500000
281	0.500000
282	0.500000
283	0.500000
284	0.500000
285	0.500000
286	0.500000
287	0.500000
288	0.500000
289	0.500000
290	0.500000
291	0.500000
292	0.500000
293	0.500000
294	0.500000
295	0.500000
296	0.500000
297	0.500000
298	0.500000
299	0.500000
300	0.500000
301	0.500000
302	0.500000
303	0.500000
304	0.500000
305	0.500000
306	0.500000
307	0.500000
308	0.500000
309	0.500000
310	0.500000
311	0.500000
312	0.500000
313	0.500000
314	0.500000
315	0.500000
316	0.500000
317	0.500000
318	0.500000
319	0.500000
320	0.500000
321	0.500000
322	0.500000
323	0.500000
